# Box-X Box-Z D Err 
6.88144 10.6652 0.0233550182716 0.00122555087957
6.88116 10.6635 0.0237972510024 0.00135462489665
6.87993 10.6626 0.0227844264018 0.00136645829841
6.88001 10.6625 0.0231146136352 0.00106157007242
6.88225 10.6578 0.0233503280189 0.00132217065071
6.88292 10.6689 0.0239148618155 0.00133523404377
7.79542 10.7344 0.0293502570882 0.0010341816229
7.79091 10.7594 0.0284798302525 0.00156689088278
7.79351 10.737 0.0302133643554 0.00120807851704
7.79392 10.7357 0.031168884694 0.00145694115744
7.79551 10.747 0.0292133423511 0.000970186881294
7.7947 10.7325 0.0310413993645 0.0013465846046
9.38576 9.824 0.0412153982655 0.00140614846384
9.38505 9.82163 0.0394457002422 0.00160406575274
9.38391 9.83069 0.0404033627405 0.00178473953746
9.38635 9.81693 0.0368284853597 0.00124571257146
9.38618 9.8146 0.0408915979585 0.0020040479941
9.38531 9.8167 0.04226874273 0.00152492706765
10.2887 9.95457 0.0418861424516 0.00124699427475
10.2914 9.94466 0.0429867665162 0.00146429748946
10.2904 9.95464 0.0407025886619 0.0011846140098
10.2889 9.94281 0.0426048544391 0.00162357917419
10.2911 9.94632 0.0439172156754 0.00168045057904
10.2924 9.95541 0.0423819550877 0.001667933294
12.0472 10.1972 0.0479842648227 0.00132443275472
12.0453 10.2014 0.0498836782836 0.00187803304787
12.0481 10.1915 0.0480850076591 0.00156983976294
12.0477 10.194 0.0485958346909 0.00157867523199
12.0462 10.1958 0.0479250643698 0.00100533993756
12.0502 10.1846 0.0482385067341 0.00126479454022
14.5273 9.74311 0.0544693855973 0.00132895929905
14.5281 9.74022 0.0511860438886 0.00134222270522
14.5262 9.74281 0.0527405595188 0.00176388313998
14.5263 9.7392 0.0538376277873 0.00142599772829
14.5266 9.74876 0.0518699763269 0.00119545820643
14.5274 9.74111 0.0526176515864 0.00138323278966
16.9633 9.46762 0.0572074940759 0.00157779733826
16.9648 9.4652 0.0565667803852 0.0012670581019
16.9576 9.47397 0.0551676695353 0.00165091176149
16.9633 9.46725 0.058482546728 0.00191812055462
16.9656 9.46389 0.0546636686132 0.00105717434105
16.9637 9.46995 0.0568125582461 0.00177310903159
18.6279 9.71265 0.0583362626372 0.00168073539662
18.6295 9.71484 0.0580896514725 0.00147722953966
18.628 9.71878 0.0576188755205 0.00144130584551
18.6282 9.71691 0.0594814768942 0.00209864458028
18.6292 9.71651 0.0575921225636 0.00152618834853
18.6307 9.71283 0.059321172654 0.00145671071438
21.1109 9.46097 0.0592632478292 0.00136396818877
21.1105 9.46162 0.0608543732276 0.00142672918697
21.1112 9.46208 0.0596961468629 0.00137278471544
21.1097 9.46542 0.0622401273454 0.00243099007924
21.1097 9.46514 0.0597679200639 0.000930486416327
21.108 9.4665 0.061178678673 0.00161414535718
25.2172 9.48131 0.0601254400553 0.00124105324357
25.2158 9.47972 0.0658580808443 0.00199189872962
25.2153 9.4794 0.06325173206 0.00148754099046
25.2164 9.47853 0.0631420338208 0.00159086248014
25.2183 9.47913 0.0617376983725 0.00129475403629
25.2161 9.47916 0.0621351659361 0.00092051940036
29.3434 9.47905 0.0644828654928 0.00160365998305
29.3443 9.4784 0.0660425587983 0.00214909390126
29.3454 9.47635 0.0649585648164 0.00176758503052
29.3426 9.48141 0.0656295749345 0.00189775264909
29.3433 9.48199 0.0633509552367 0.00140557400428
29.3437 9.48026 0.0645418645577 0.00176977915636
